latitude,longitude,date,temp,RH,wind,rain,FFMC,DMC,DC,ISI,fire
45.0281,40.2728,2023-08-15,12.59,67,2.85,0.0,88.63,45.285,194.95,4.987488698399893,1
41.6629,-8.4513,2020-09-08,13.66,61,1.12,0.0,89.29,51.690000000000005,224.3,3.1498551275327644,1
47.2423,34.8129,2020-07-19,13.09,79,3.85,0.0,87.31,36.435,149.45,5.71048635650045,1
37.6372,39.3158,2021-07-06,13.06,45,2.59,0.0,91.05,63.59,285.3,4.884370251117333,1
53.1843,33.6486,2021-08-09,7.19,99,3.85,0.0,85.11,11.585,39.95,5.566595966117894,1
38.6344,-6.1058,2020-06-22,13.24,38,2.17,0.0,91.82,69.46000000000001,314.2,4.508643539296985,1
46.9426,32.689,2020-07-23,13.65,70,3.46,0.0,88.3,44.475,188.25,5.474916478307632,1
43.4511,4.9037,2020-08-24,10.1,50,7.72,0.0,90.5,55.15,250.5,8.381774540301382,1
41.0092,25.8801,2023-08-22,15.42,82,6.17,0.0,86.98,37.53,149.1,7.201794596410598,1
37.0716,-6.2227,2021-07-20,16.52,30,7.02,0.0,92.7,80.78,362.6,8.187042323085915,1
38.1299,23.3496,2021-08-17,14.08,59,2.57,0.0,89.51,53.92,234.4,4.78318153731268,1
49.427,4.5552,2022-08-20,5.32,90,4.92,0.0,86.1,15.98,66.6,6.365967954679005,1
49.0511,38.259,2022-06-20,9.38,78,2.55,0.0,87.42,31.67,134.9,4.65328483976642,1
38.0492,15.8514,2021-08-05,10.44,50,3.09,0.0,90.5,55.66,252.2,5.302816075759495,1
38.6152,-0.5866,2020-06-03,13.09,32,2.78,0.0,92.48,74.035,337.45,5.139832478030994,1
36.7879,40.3289,2020-06-02,16.0,38,0.39,0.0,91.82,73.6,328.0,1.911385720709803,1
49.6612,43.0966,2020-08-24,7.04,88,3.92,0.0,86.32,20.160000000000004,83.2,5.69682935285546,1
63.8802,-22.311,2022-08-15,0.75,75,11.83,0.0,87.75,21.125,103.75,10.060469360323104,1
51.0235,2.2739,2024-06-21,11.04,90,7.86,0.0,86.1,24.56,95.19999999999999,8.04624347133493,1
51.8511,5.3201,2023-09-06,6.27,94,4.47,1.53,85.66,0.0,0.0,6.036852668954798,1
42.3872,-6.9743,2022-07-17,7.86,85,0.82,0.0,86.65,23.79,99.30000000000001,2.6154970740653574,1
52.6595,36.8424,2021-08-06,6.79,94,4.5,0.0,85.66,14.985000000000001,57.95,6.057076687643965,1
37.1876,42.733,2024-06-01,15.59,40,1.35,0.0,91.6,71.38499999999999,317.95,3.547652745125994,1
49.4717,39.2182,2021-07-23,7.32,87,3.22,0.0,86.43,21.380000000000003,88.6,5.169769667983285,1
52.5308,39.6375,2024-09-04,3.76,90,3.43,0.0,86.1,13.64,58.8,5.3153143839287615,1
37.2096,44.927,2024-07-21,7.42,45,1.63,0.0,91.05,55.129999999999995,257.1,3.874828609112924,1
36.8386,39.6607,2022-07-01,15.53,40,0.81,0.0,91.6,71.295,317.65,2.7479999999999998,1
36.8653,4.4246,2022-08-07,12.1,67,9.41,1.09,88.63,28.199999999999996,138.0,9.062631187035155,1
37.0878,39.9777,2022-07-01,15.34,39,0.92,0.0,91.71,71.81,320.7,2.932171393353397,1
41.8238,3.0194,2022-07-01,13.91,21,7.15,0.0,93.69,84.065,385.55,8.350740826417736,1
40.0485,-5.8377,2020-07-20,13.22,52,1.25,0.0,90.28,58.230000000000004,258.1,3.3645369501446836,1
46.773,34.537,2020-07-22,12.69,81,3.51,0.0,87.09,34.235,139.45,5.438768756805165,1
36.6551,38.7531,2020-07-21,16.29,43,0.21,0.0,91.27,70.035,309.45,1.3941722789287316,1
52.1588,10.4018,2020-08-18,5.08,68,6.26,0.65,88.52,23.47,120.9,7.382565641353207,1
37.1477,14.1096,2023-09-06,13.31,67,1.69,0.0,88.63,46.365,198.55,3.840633333333333,1
38.4036,22.1538,2021-08-05,9.09,91,3.0,0.0,85.99,20.835,81.45,4.964634964761591,1
38.209,40.3132,2024-08-05,12.32,47,0.82,0.0,90.83,60.88000000000001,273.6,2.7416687736567384,1
37.2085,44.14,2021-06-01,10.1,50,1.06,0.0,90.5,55.15,250.5,3.1058484258644117,1
43.61,17.5383,2022-07-22,-1.13,72,4.97,0.0,88.08,20.705000000000002,106.35,6.545370663300895,1
49.4844,8.5864,2023-07-07,6.11,72,4.12,0.0,88.08,31.565000000000005,142.55,5.959429127022151,1
35.9985,37.9168,2022-07-05,17.38,43,2.43,0.0,91.27,71.67,314.9,4.742528316204343,1
50.3426,37.4235,2020-07-21,7.9,88,3.96,0.0,86.32,21.450000000000003,87.5,5.7258210380695616,1
40.3614,-7.5005,2022-08-08,12.05,53,2.11,0.0,90.17,55.675000000000004,248.25,4.365983022693108,1
41.1769,19.6493,2021-08-24,12.09,79,2.99,0.35,87.31,29.685000000000002,126.94999999999999,5.032436778760586,1
48.2774,14.3345,2021-06-21,3.26,80,3.09,0.0,87.2,20.89,96.3,5.109453721615779,1
40.7325,16.6875,2020-08-17,10.57,78,2.87,0.0,87.42,33.455,140.85,4.936629064452787,1
35.3527,43.7731,2020-06-10,19.45,29,3.78,0.0,92.81,85.975,381.25,6.0147754421923345,1
42.6797,18.8173,2021-08-05,2.22,77,2.06,0.0,87.53,21.730000000000004,103.1,4.1876394642115775,1
51.703,27.424,2020-06-06,2.45,71,4.35,0.0,88.19,26.875000000000004,128.25,6.131160940909424,1
44.5668,-1.2213,2022-07-15,10.77,66,2.06,0.0,88.74,43.355000000000004,189.85,4.245528687925686,1
36.6215,5.3774,2023-07-24,11.19,68,8.92,0.87,88.52,29.335000000000004,140.45,8.812569959879909,1
39.565,16.6116,2021-08-17,11.47,75,0.93,0.0,87.75,37.205,157.35,2.820767847590439,1
45.4662,10.4495,2021-06-10,10.68,54,1.54,0.0,90.06,52.82000000000001,237.4,3.725384028526456,1
44.8137,40.5433,2021-08-08,12.1,69,3.04,0.0,88.41,42.95,184.5,5.138270074645746,1
53.5686,-0.6128,2021-06-09,13.26,91,7.72,0.0,85.99,27.09,102.3,7.964075057685258,1
52.6649,40.6227,2020-09-01,2.87,85,4.34,0.0,86.65,16.305,74.35,6.017168552474569,1
63.8747,-22.4058,2024-06-05,0.64,75,11.83,0.0,87.75,20.96,103.2,10.060469360323104,1
35.6869,43.8785,2021-07-16,19.56,28,3.28,0.0,92.92,86.94,385.8,5.609509246904858,1
35.5253,36.227,2020-09-07,11.75,44,2.86,0.0,91.16,62.425000000000004,282.75,5.138851624417441,1
43.3569,24.2266,2024-07-15,7.28,94,4.43,0.0,85.66,15.72,60.4,6.009781444352938,1
35.6825,43.8778,2022-08-01,19.56,28,3.28,0.0,92.92,86.94,385.8,5.609509246904858,1
42.5218,-1.5745,2022-06-19,10.45,69,8.18,0.0,88.41,40.475,176.25,8.42862608139666,1
48.6031,25.4709,2020-08-04,2.98,87,4.0,0.0,86.43,14.870000000000001,66.9,5.7620000000000005,1
35.491,44.1532,2024-08-05,19.88,30,3.58,0.0,92.7,85.82,379.4,5.8465543698831715,1
47.6629,26.1331,2023-09-10,1.93,86,5.66,0.0,86.54,14.095,65.65,6.8628396500444495,1
46.3354,6.8881,2021-06-10,3.64,84,1.15,0.0,86.76,18.26,82.2,3.101324491245636,1
36.888,40.3694,2020-08-10,16.15,38,0.88,0.0,91.82,73.825,328.75,2.8711598337799153,1
51.1778,3.8117,2022-07-16,7.17,93,5.36,0.0,85.77,16.355,63.85,6.619063541015452,1
37.6618,13.2311,2020-08-02,8.02,90,1.74,0.0,86.1,20.03,80.1,3.785790010024327,1
43.4495,4.9045,2023-08-07,10.1,50,7.72,0.0,90.5,55.15,250.5,8.381774540301382,1
35.4017,43.9903,2020-06-17,19.67,29,3.49,0.0,92.81,86.305,382.35,5.779446281531745,1
35.5311,44.3425,2021-07-24,19.21,35,3.69,0.0,92.15,80.815,356.05,5.90047898479437,1
60.8514,16.4139,2020-08-10,-0.45,99,5.2,0.0,85.11,0.125,1.75,6.46935536201251,1
38.735,16.4584,2024-09-08,12.86,65,1.41,0.0,88.85,47.29,204.3,3.5167843147777296,1
36.2275,42.8348,2020-07-08,16.93,43,1.91,0.0,91.27,70.995,312.65,4.20458831899417,1
42.549,21.5899,2023-08-20,2.82,89,1.41,1.06,86.21,0.0,5.100000000000001,3.4122901044117957,1
46.4241,40.7095,2023-08-06,11.09,75,4.33,0.0,87.75,36.635,155.45,6.086530723655307,1
37.3055,39.5404,2020-07-02,13.9,42,1.86,0.0,91.38,67.25,301.5,4.154190144901891,1
48.4595,38.7721,2020-07-19,8.47,81,2.57,0.0,87.09,27.905,118.35,4.653863033008169,1
37.1539,15.0199,2024-07-10,13.7,59,5.62,0.0,89.51,53.35,232.5,7.073241074013462,1
37.1494,29.9602,2024-08-18,8.98,52,2.17,0.0,90.28,51.870000000000005,236.9,4.433024817335349,1
36.32,7.8346,2020-09-07,0.8,97,3.06,0.0,85.33,3.6000000000000005,16.0,4.975551251871495,1
51.0486,2.2937,2023-07-16,11.1,90,8.03,0.0,86.1,24.65,95.5,8.132792078984927,1
47.8808,37.2948,2024-08-09,10.42,80,3.32,0.0,87.2,31.63,132.1,5.2961987206758865,1
37.1433,38.9132,2020-06-24,15.01,41,0.76,0.0,91.49,69.715,311.05,2.658637762296908,1
37.2549,43.9573,2020-07-20,8.8,50,1.03,0.0,90.5,53.2,244.0,3.0615822888028195,1
36.8797,21.7033,2022-08-03,17.96,75,10.52,0.0,87.75,46.94,189.8,9.487105723032709,1
40.1633,-0.0161,2020-07-05,13.84,31,2.28,0.0,92.59,75.96000000000001,345.2,4.660261135744792,1
37.2123,13.9983,2023-07-18,12.45,68,1.69,0.0,88.52,44.275,190.25,3.8358666666666665,1
36.7446,6.2576,2022-08-18,10.34,76,7.53,1.29,87.64,15.36,83.19999999999999,8.016385656058887,1
41.0335,15.5787,2022-08-21,9.09,79,4.17,0.0,87.31,30.435000000000002,129.45,5.9430688422172375,1
35.9909,43.7661,2020-09-06,18.16,33,3.33,0.0,92.37,80.84,358.8,5.618647749236466,1
35.9851,43.7668,2020-09-05,18.16,33,3.33,0.0,92.37,80.84,358.8,5.618647749236466,1
36.788,6.9788,2021-08-08,11.63,68,9.76,1.1,88.52,26.545,131.15,9.21817735081676,1
37.2631,40.1017,2021-06-17,14.52,42,2.54,0.0,91.38,68.18,304.6,4.85452517142511,1
43.9583,27.5892,2022-09-08,13.93,75,4.66,0.0,87.75,40.894999999999996,169.65,6.314207194889949,1
36.8522,-3.605,2022-09-08,14.62,47,2.21,0.0,90.83,64.33000000000001,285.1,4.500950081063133,1
51.3033,43.1139,2022-08-23,1.72,73,3.66,0.0,87.97,24.18,116.6,5.609883985134333,1
44.9713,-0.7342,2023-09-08,12.08,62,2.06,0.0,89.18,48.52,212.4,4.2665793147308175,1
41.1521,25.5356,2023-08-22,13.49,85,9.99,0.0,86.65,32.235,127.45,9.1291439768469,1
44.9934,42.0576,2023-08-06,6.66,87,6.0,0.0,86.43,20.39,85.3,7.056979948958336,1
36.7997,39.1952,2021-06-09,15.99,41,1.76,0.0,91.49,71.185,315.95,4.045840027594873,1
37.1748,42.5556,2023-06-17,16.04,39,1.45,0.0,91.71,72.86,324.2,3.681115462736805,1
38.1236,23.468,2023-07-18,15.21,59,2.57,0.0,89.51,55.61500000000001,240.05,4.78318153731268,1
41.1638,15.3952,2021-08-01,6.0,78,4.1,0.0,87.42,26.6,118.0,5.900400291505653,1
49.5089,36.6582,2022-06-09,8.87,88,3.31,0.0,86.32,22.905,92.35,5.234849180041176,1
35.7208,44.0402,2020-08-23,19.84,27,2.73,0.0,93.03,88.16,391.2,5.12369288014026,1
36.6325,4.1859,2021-08-09,6.88,80,5.03,0.77,87.2,14.77,75.9,6.518973607009687,1
47.0927,33.2785,2023-08-04,13.1,65,3.53,0.0,88.85,47.65,205.5,5.564466473875899,1
37.532,38.0374,2024-07-19,14.79,48,0.7,0.0,90.72,63.785,281.95,2.5300599202390446,1
41.8236,-8.2475,2022-07-15,11.93,78,1.55,0.0,87.42,35.495000000000005,147.65,3.6279007428539165,1
48.3196,26.9586,2024-07-08,3.83,82,5.17,0.0,86.98,20.145,91.15,6.592398018256414,1
35.5032,43.5511,2024-08-09,18.98,31,3.55,0.0,92.59,83.67,370.9,5.81509756820793,1
47.9367,38.5084,2022-08-23,9.13,81,2.55,0.0,87.09,28.895000000000003,121.65,4.6357192484014815,1
43.6738,17.1497,2021-08-08,0.48,67,5.33,0.0,88.63,27.12,134.4,6.820608141426165,1
39.0989,-5.8427,2022-08-07,13.82,40,0.77,0.0,91.6,68.73,309.1,2.6792891262837277,1
48.0714,38.676,2022-08-06,8.13,82,2.49,0.0,86.98,26.595,112.65,4.575070830781384,1
47.1175,42.6395,2022-08-15,8.94,67,3.67,0.0,88.63,39.81,176.7,5.659688470323354,1
50.3448,37.2535,2024-09-04,8.27,91,3.93,0.0,85.99,19.605,77.35,5.682284438204995,1
37.1417,40.0041,2024-09-03,15.06,40,1.27,0.0,91.6,70.59,315.3,3.440931915113178,1
46.6962,33.5802,2024-08-24,13.42,66,3.46,0.0,88.74,47.33,203.1,5.502198055322981,1
45.3256,3.3563,2020-07-07,4.11,77,1.94,0.0,87.53,24.565000000000005,112.55,4.063839419673086,1
37.0306,39.6333,2023-06-24,15.08,41,0.63,0.0,91.49,69.82000000000001,311.4,2.420597874492994,1
43.6978,6.2663,2022-06-18,7.63,41,3.2,0.0,91.49,58.645,274.15,5.455409580305487,1
52.1043,37.631,2020-08-07,7.27,87,4.84,0.0,86.43,21.305,88.35,6.338200000000001,1
48.3201,37.7289,2024-09-02,9.08,81,3.13,0.0,87.09,28.82,121.4,5.135931285560584,1
41.4956,21.8404,2024-07-17,7.86,90,2.34,2.51,86.1,0.0,0.0,4.390255801203387,1
47.4075,41.6376,2023-08-18,9.77,70,3.35,0.0,88.3,38.655,168.85,5.3871845357498405,1
35.6336,44.0167,2020-07-05,20.32,27,2.91,0.0,93.03,88.88000000000001,393.6,5.289909726072837,1
45.7432,40.8746,2022-08-06,11.93,70,4.58,0.0,88.3,41.894999999999996,179.65,6.299008405208624,1
37.1059,40.5638,2020-06-22,18.27,34,2.57,0.0,92.26,80.20500000000001,355.35,4.930134383113259,1
54.2487,41.6715,2022-08-02,2.82,77,5.39,0.0,87.53,22.630000000000003,106.1,6.77376391766219,1
47.6479,41.2622,2020-09-02,9.97,72,3.53,0.0,88.08,37.355000000000004,161.85,5.516243185357222,1
36.2749,36.352,2023-09-02,18.9,55,1.54,0.0,89.95,64.35,274.5,3.720833814856259,1
38.1847,40.3291,2020-08-09,12.48,47,0.79,0.0,90.83,61.120000000000005,274.4,2.6910489964159168,1
42.6816,18.5443,2022-08-07,9.42,71,4.13,1.68,88.19,12.129999999999999,79.1,5.974108607891965,1
48.2114,40.8304,2020-09-02,9.18,77,3.14,0.0,87.53,32.17,137.9,5.170118505626561,1
41.2208,27.8712,2024-07-08,17.89,63,3.6,0.0,89.07,56.435,237.45,5.63328142382395,1
37.7111,14.6353,2021-07-03,8.66,65,2.04,0.0,88.85,40.99,183.3,4.230106105840214,1
44.9353,7.5132,2020-06-05,10.91,37,3.6,0.0,91.93,66.76500000000001,306.55,5.814163705985582,1
48.6262,29.0166,2020-08-02,7.38,83,4.18,0.0,86.87,24.67,104.9,5.92020448614554,1
50.1398,36.4158,2024-09-02,8.35,94,3.9,0.0,85.66,17.325,65.75,5.638831521985147,1
36.4271,27.3054,2021-06-19,20.16,60,9.44,0.0,89.4,62.24,260.8,9.155925731459382,1
35.689,43.875,2020-09-02,19.56,28,3.28,0.0,92.92,86.94,385.8,5.609509246904858,1
37.0364,27.8212,2021-08-02,18.36,72,6.52,0.0,88.08,49.94,203.8,7.496867740596735,1
38.3027,26.7984,2023-08-24,18.42,65,6.58,0.0,88.85,55.63,232.10000000000002,7.59712241210081,1
52.6767,43.9346,2020-08-07,0.38,72,3.44,0.0,88.08,22.970000000000002,113.9,5.4454687805550765,1
47.1939,38.1052,2022-09-02,10.68,76,3.24,0.0,87.64,35.22,149.4,5.258400000000001,1
51.2936,29.8577,2024-09-04,5.44,75,3.19,0.0,87.75,28.16,127.2,5.2242170466013365,1
42.9648,2.2825,2022-09-06,7.36,63,5.9,0.0,89.07,40.64,184.8,7.211675942525426,1
38.8272,42.6998,2023-08-15,3.14,60,0.54,0.0,89.4,36.71,175.7,2.189843830048161,1
53.5745,-0.6294,2022-06-19,13.24,90,7.72,0.0,86.1,27.86,106.2,7.974262849944187,1
